,Training_loss,Training_acc,val_loss,val_accuracy
0,28.29690170288086,0.47627314925193787,0.9129108786582947,0.4375
1,1.0081690549850464,0.4652777910232544,0.9190461039543152,0.4375
2,0.9124863743782043,0.46759259700775146,0.9169018864631653,0.4375
3,0.9091529846191406,0.47974535822868347,0.9019158482551575,0.4895833432674408
4,0.9037856459617615,0.46990740299224854,0.9006897807121277,0.4895833432674408
5,0.8967551589012146,0.5115740895271301,0.9126636981964111,0.4895833432674408
6,0.9037861824035645,0.47685185074806213,0.9174254536628723,0.4375
7,0.9045566916465759,0.45023149251937866,0.9128561019897461,0.4375
8,0.9268764853477478,0.4722222089767456,0.9183749556541443,0.4375
9,0.9355403184890747,0.47337964177131653,0.9125134944915771,0.4375
10,0.8855790495872498,0.5248842835426331,0.7891016602516174,0.6666666865348816
11,0.6439003348350525,0.7534722089767456,0.5639086961746216,0.7552083134651184
12,0.5985061526298523,0.7800925970077515,0.4915883541107178,0.8385416865348816
13,0.5145037174224854,0.8101851940155029,0.6044723987579346,0.7447916865348816
14,0.48263785243034363,0.8217592835426331,0.43388959765434265,0.8489583134651184
15,0.5060265064239502,0.8292824029922485,0.8128013014793396,0.7291666865348816
16,0.48714756965637207,0.8206018805503845,0.5105307698249817,0.8020833134651184
17,0.4221855401992798,0.8466435074806213,0.33777403831481934,0.8697916865348816
18,0.4020780622959137,0.8645833134651184,0.3770652115345001,0.8645833134651184
19,0.3646494448184967,0.875,0.5153966546058655,0.828125
20,0.3679255247116089,0.8697916865348816,0.29094019532203674,0.9010416865348816
21,0.3142886459827423,0.8912037014961243,0.385263055562973,0.8802083134651184
22,0.2698726952075958,0.8912037014961243,0.3168947696685791,0.8958333134651184
23,0.2808093726634979,0.8940972089767456,0.19076256453990936,0.9114583134651184
24,0.2843077480792999,0.8964120149612427,0.28765496611595154,0.890625
25,0.25179755687713623,0.9016203880310059,0.4085259437561035,0.8229166865348816
26,0.2494017332792282,0.9114583134651184,0.22050052881240845,0.9010416865348816
27,0.25613775849342346,0.9114583134651184,0.2557823359966278,0.9010416865348816
28,0.2567390203475952,0.9108796119689941,0.16232304275035858,0.9427083134651184
29,0.2234756201505661,0.921875,0.18726301193237305,0.9375
30,0.2873503565788269,0.8865740895271301,0.20188544690608978,0.9010416865348816
31,0.2498994618654251,0.9039351940155029,0.19943749904632568,0.921875
32,0.23743408918380737,0.9143518805503845,0.19601558148860931,0.9479166865348816
33,0.23028886318206787,0.9201388955116272,0.219138503074646,0.9166666865348816
34,0.20381605625152588,0.9253472089767456,0.22983978688716888,0.9010416865348816
35,0.2249804139137268,0.9212962985038757,0.18562321364879608,0.9270833134651184
36,0.21950708329677582,0.9230324029922485,0.19376647472381592,0.9270833134651184
37,0.20157290995121002,0.9178240895271301,0.16958938539028168,0.9375
38,0.1886078268289566,0.9282407164573669,0.1913088709115982,0.9375
39,0.17786607146263123,0.9340277910232544,0.17178362607955933,0.9427083134651184
40,0.18912765383720398,0.9276620149612427,0.1654125154018402,0.953125
41,0.1913708597421646,0.9351851940155029,0.14930829405784607,0.9375
42,0.19241927564144135,0.9236111044883728,0.2037370204925537,0.9322916865348816
43,0.20066353678703308,0.9212962985038757,0.1676207333803177,0.9270833134651184
44,0.1974041908979416,0.9340277910232544,0.3108105957508087,0.9166666865348816
45,0.19442996382713318,0.9299768805503845,0.15552519261837006,0.9479166865348816
46,0.19540713727474213,0.9311342835426331,0.16441206634044647,0.953125
47,0.22263452410697937,0.9126157164573669,0.11585044115781784,0.9583333134651184
48,0.20566123723983765,0.9230324029922485,0.12379684299230576,0.9583333134651184
49,0.20612405240535736,0.9253472089767456,0.1408984512090683,0.9427083134651184
